Provider ID,Procedure codes/CPT Code,Billing frequency,Patient ID,Total amount,Doctor,Hospital,Diagnosis Report,Discharge Summary,Prescriptions and Bills,Hospital Bills,Insurance Company Name,Fraud history approval/rejection status,Contact Details,Network Partners,Benefits,Policy Number,Policy type,Renewal Date,Claim limits,Premium amount,Start Date,End Date,Bank Account,Policy Number (Claim),Policy Holder Name,Address,Phone Number,Email,Covered,Hospitalized Date,Treatment expenses,Claim Documents Submitted,Policy Name
98cf14cb-1fa6-4b17-baec-df1d82e25db3,CPT-97753,Annually,c1897ad2-6c03-41a1-86ed-6a05a5c4e306,35273,Dr. Robert Robertson Jr.,"Williams, Gallagher and Stewart",Treatment: Administered antipyretics and managed symptoms of dengue hemorrhagic fever.','Admission Start Date:09-08-2024; Admission End: None; Treatment: Treatment: Administered antipyretics and managed symptoms of dengue hemorrhagic fever.'',Approach current picture key say how meet.,79627,Lutz-Fleming,Approved,043-430-3752x206,"Stone, Rodgers and West",Includes Yearly Medical Check-Ups,4cb081b0-c87a-4ec8-8f23-3ee6eb15e4f0,Individual,27-04-2022,20144,727,13-10-2021,30-03-2023,GB88FRUD15587406829367,4cb081b0-c87a-4ec8-8f23-3ee6eb15e4f0,Rebekah Ashley,"052 Krystal Springs Lake Carolfort, NC 62195",(633)619-3160x562,yperkins@harris-colon.biz,No,09-08-2024,7631,Yes,Comprehensive Health Plan
4ab5816c-2b5a-4762-8e34-58a2f83a93ef,CPT-42026,Quarterly,d551e4b3-3f05-446d-9315-6f7cea8c96f1,97859,Dr. Ronald Smith,Lawson Group,Treatment: Administered post-operative care for valve replacement surgery.','Admission Start Date:16-01-2020; Admission End: 19-06-2025; Treatment: Treatment: Administered post-operative care for valve replacement surgery.'',Son party front small base theory.,80887,Phillips LLC,Rejected,001-566-008-3606x666,Mercer-Blake,Cardiovascular Health,ca1da786-d5ea-43f4-bd56-c1ed945729bb,Family,14-12-2024,16482,112,20-06-2024,27-11-2025,GB14OSMS75387320248635,ca1da786-d5ea-43f4-bd56-c1ed945729bb,Mr. Timothy Peters DVM,"996 Chapman Forest Suite 684 New Ryanbury, FL 09600",001-197-230-2137x290,connie77@stanley.com,No,16-01-2020,9051,No,Senior Citizen Health Insurance Plans
82e2eb07-cd88-489a-8c7c-2321697bfb0f,CPT-10644,Monthly,7c803096-503b-4d7a-b76c-5ccefdc2a079,4301,Dr. Madeline Stevens,Briggs Inc,Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.','Admission Start Date:17-07-2020; Admission End: 07-11-2024; Treatment: Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.'',Usually lose step around place.,44324,"Willis, May and Thomas",Rejected,863.530.7459x2044,Stewart and Sons,Eye and Vision Care,92db54ac-71e9-48b0-93d4-d278bb7405b9,Family,24-12-2024,41173,877,17-03-2024,28-03-2025,GB28LKPS37660981741006,92db54ac-71e9-48b0-93d4-d278bb7405b9,Daniel Jackson,"5891 Michelle Tunnel Heatherchester, MN 30981",623-574-1765,qbradshaw@gmail.com,Yes,17-07-2020,1511,No,Comprehensive Health Plan
a006a8ce-d2c8-4cf5-91db-0d28d073afc8,CPT-59697,Monthly,90368d4d-cb59-4900-aa18-719bdb9888cf,58256,Dr. Michael Pearson,Mendoza-Bell,Treatment: Conducted surgical intervention for lung cancer patients.',Give car reflect laugh figure blue. Experience fact bill wear decide design wait either.,Eye federal much population those later.,78479,"Burton, Lynn and Lopez",Rejected,+1-328-626-4925x57426,Williams-Clark,Hospitalisation Benefits,6c03326d-6781-4d0c-b41e-eee01ea54289,Individual,14-12-2024,59199,35,07-07-2024,07-08-2025,GB65ZPGE83345260550673,6c03326d-6781-4d0c-b41e-eee01ea54289,Jenna Lynch,"984 Long Coves Smithfurt, DE 73199",(363)895-2566x15642,ythompson@smith.com,No,03-05-2024,7619,Yes,Senior Citizen Health Insurance Plans
663a9622-35fa-469f-b2d4-2287af166c22,CPT-59089,Annually,1bc14251-f303-4542-aeea-ae98fe946ad0,87364,Dr. Laura Williams,Graham-Woods,Treatment: Managed acute pulmonary embolism through anticoagulation therapy under close supervision.',Let budget support our know two enter. Beyond shoulder high election fish machine art.,Matter pass identify activity ever off.,14774,"Long, Brown and Moreno",Approved,+1-862-662-9148x237,"Wiggins, Cox and Nicholson",Critical Disease Specific Plans,a3e345a0-54dc-4da8-bcb6-7be4fc22943f,Family,22-07-2023,98129,453,01-06-2021,22-11-2023,GB31ATGF01744956895759,a3e345a0-54dc-4da8-bcb6-7be4fc22943f,Andrea Brown,"43941 Russell Fork Apt. 734 East Lauriestad, IL 07460",429-305-7461,thomasbowman@sanchez.com,No,13-08-2021,8491,No,Disease-Specific Health Insurance Plans
7b137e92-4a91-494b-aafe-8bf8a841cad2,CPT-38880,Annually,f0d429a1-3315-4755-9e55-2a2c360fabf9,75834,Dr. Brianna Gordon,"Hernandez, Schmitt and Bradley",Treatment: Provided physiotherapy for mobility improvement.',Major need economy. Stuff before art ok particular.,Under eight help window.,82352,"Mccormick, Wilson and Hall",Rejected,001-633-472-1229,Combs-Jordan,Maternity Benefits,4be2cb51-e1d9-45c5-afe6-592313140ded,Corporate,18-01-2025,26043,106,16-06-2023,31-05-2025,GB41ZZBB49503544480950,4be2cb51-e1d9-45c5-afe6-592313140ded,Sarah Holt,"86813 Martinez Stream Apt. 541 New Michael, WA 96973",+1-658-149-3500x61617,edwardmoore@gmail.com,No,23-08-2024,8877,No,Comprehensive Health Plan
25191291-f33b-4f37-804e-8a372ca67db4,CPT-51599,Annually,02a33f4a-2f59-4213-a586-a592427aa5ee,21580,Dr. Christopher Howe,Brown-Stout,Treatment: Conducted routine check-up and prescribed vitamins.',Theory audience concern hair.,Well trouble moment film.,42674,"Williams, Huffman and Smith",Approved,(239)975-5967x6179,Keith Inc,Mental Health Care,4c36ce1d-cf44-4c19-8f24-4a4c0d0acd32,Individual,27-12-2023,24268,923,24-03-2020,06-04-2024,GB12BCKZ36619080341355,4c36ce1d-cf44-4c19-8f24-4a4c0d0acd32,Jeffrey Hernandez,"4940 Daniel Heights Apt. 286 Mikeshire, NV 09267",+1-488-900-3398x6304,aoconnor@yahoo.com,No,09-01-2025,363,Yes,Comprehensive Health Plan
7e440db2-26fd-47c3-b95e-635b92d9d596,CPT-52008,Monthly,095adc80-4c67-43d7-9d6d-b670028cb1a5,79911,Dr. Courtney Maxwell,Murray-Hall,Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.','Admission Start Date:02-11-2020; Admission End: 20-09-2022; Treatment: Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.'',Sport middle woman than discussion idea.,55247,"Oliver, Bush and Smith",Approved,018-100-9593,"Moody, Bean and Johnson",Hospitalisation Benefits,a72e5465-b857-4961-be9b-660ba2571530,Corporate,07-08-2022,42476,290,24-07-2021,18-01-2023,GB88OOSV24179680589246,a72e5465-b857-4961-be9b-660ba2571530,Robert Williams,"2200 Bruce Trace Petersside, TN 78813",(167)438-6287x94033,ydavidson@hudson.biz,Yes,02-11-2020,6198,Yes,Comprehensive Health Plan
6112fa8d-371d-4147-9872-e977b5552989,CPT-69742,Annually,c42614ce-16f0-47b1-adf4-6e0839cf8088,73686,Dr. Stephen Jackson,"Rojas, Henderson and Lutz",Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.','Admission Start Date:17-09-2022; Admission End: 13-09-2024; Treatment: Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.'',Debate enter require page.,2134,Morris-Davila,Rejected,(052)284-3556,Zavala-Pennington,Critical Disease Specific Plans,302ae540-aecc-48e0-87ba-f6637296ac8f,Individual,11-02-2025,35115,467,06-05-2024,15-11-2025,GB58JUAA58534346872371,302ae540-aecc-48e0-87ba-f6637296ac8f,Vincent Dillon,"59810 Melissa Mall Suite 364 Youngview, CA 33309",(814)969-9283,dorseyapril@shaffer.com,Yes,17-09-2022,3771,Yes,Disease-Specific Health Insurance Plans
a6437a07-8892-4911-8291-a5ecb7c0d3b3,CPT-22738,Monthly,1932a57e-f1d1-4e96-9f36-abda6e824ae6,68292,Dr. Doris Alvarado,"Carson, Pollard and Williams",Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.','Admission Start Date:15-12-2022; Admission End: None; Treatment: Treatment: Managed complications of chronic kidney disease through hospitalization and dialysis sessions.'',Less plant thing often management concern.,22030,"Riggs, Holland and Conway",Approved,205-223-0543x46908,Owens Ltd,Maternity Benefits,12baab3c-066f-46b2-bab1-25111a5cb5f6,Family,23-04-2022,93803,503,27-10-2021,26-09-2022,GB13RRKM04818968786554,12baab3c-066f-46b2-bab1-25111a5cb5f6,Brett French,"93304 Lori Prairie Apt. 809 Perezhaven, MD 35134",812.694.9051x8464,patrick47@hotmail.com,No,15-12-2022,5964,No,Comprehensive Health Plan
4ec526e4-2500-4a62-aca8-42fd34937f15,CPT-12147,Quarterly,4008eeec-6adb-45dd-9781-9ede3b9313f4,79707,Dr. Lisa James,"Bailey, Thompson and Johnson",Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.','Admission Start Date:24-12-2022; Admission End: 09-04-2025; Treatment: Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.'',Exist hard popular he animal institution step.,62921,"Dixon, Gregory and Martinez",Rejected,(577)432-3373x12523,Butler-Rollins,Hospitalisation Benefits,09edd06e-2920-4644-a8be-0e3945c4cdca,Individual,07-03-2025,75558,178,20-02-2025,24-06-2025,GB81OQXQ64828707998623,09edd06e-2920-4644-a8be-0e3945c4cdca,Ryan Nelson,"3399 Justin Lane Port Geraldmouth, GA 97424",393.341.5069x46869,xconley@potts-hines.com,No,24-12-2022,949,No,Comprehensive Health Plan
95eca1e2-9b69-4902-b95f-4049edcafeb8,CPT-26701,Monthly,79a262d5-3df1-49ef-9129-e9a96c147901,72742,Dr. Alexander Medina,Sampson Inc,Treatment: Conducted routine check-up and prescribed vitamins.',Different I American glass part around include.,Free various yourself wide.,75953,"Ingram, Aguilar and Price",Approved,-9699,Howard LLC,Skin and Dermatology Care,85a1c458-ab2d-45a1-aa53-e2013c27179a,Individual,24-06-2023,3861,954,05-08-2022,05-05-2024,GB09ZGTP86860081181500,85a1c458-ab2d-45a1-aa53-e2013c27179a,Joseph Decker,"88822 Dominic Common Christineville, TX 72619",651.032.9882x12102,brookslorraine@yahoo.com,Yes,19-09-2023,1533,No,Comprehensive Health Plan
a7f3b2ec-02f1-40be-8500-a11cceb08088,CPT-59986,Monthly,b5316a47-9b18-4655-b555-54d0817124e7,49516,Dr. Deanna Kelly,Miller Group,Treatment: Performed minor surgery for injury repair.','Admission Start Date:20-01-2022; Admission End: 12-09-2024; Treatment: Treatment: Performed minor surgery for injury repair.'',Inside member parent bill table.,5919,"Martin, Martinez and Davis",Rejected,127.796.7980,Maddox-Roman,Mental Health Care,1190a854-fbbf-4f53-af40-74290ed94b29,Corporate,01-02-2025,21861,766,10-05-2024,21-03-2025,GB16GKSV62845485398961,1190a854-fbbf-4f53-af40-74290ed94b29,Monica Campbell,"89600 Henderson Point Lake Shawn, GA 99879",-4998,brownsandra@yahoo.com,Yes,20-01-2022,9958,No,Comprehensive Health Plan
08526263-972e-4787-ae3e-d9af5d850150,CPT-27365,Annually,0e83e44c-7694-49bc-b28e-c63891efbecd,92794,Dr. Brandon Grant,Gibson LLC,Treatment: Conducted routine check-up and prescribed vitamins.',Film enter teach number record. Break art mission seem voice.,Federal artist statement government.,25522,"Calderon, Murray and Thompson",Rejected,452.946.0211x4207,Franklin LLC,Critical Disease Specific Plans,b3b34a9a-8863-46f5-8e22-43a0ff6c9687,Corporate,26-02-2024,20716,409,26-02-2020,29-01-2025,GB64PFZW16463686838715,b3b34a9a-8863-46f5-8e22-43a0ff6c9687,Derrick Price,"61769 Alexis Rapid Suite 099 Flemingville, MN 58942",948.858.0488x32697,stephanielewis@lewis.com,No,12-06-2024,1054,Yes,Disease-Specific Health Insurance Plans
d274217e-35d1-49f7-9670-682d6fea30a7,CPT-82694,Monthly,840edcf7-9216-4863-b4f8-2316ad30f104,19248,Dr. Erin Mcbride,Newman LLC,Treatment: Hospitalized for treatment of severe asthma exacerbation with corticosteroids.',Song right contain upon international list. Resource yes former notice.,Bag condition kid away.,268,"Anthony, Schneider and Olson",Approved,001-611-037-6015x29097,"Parker, Perez and Harrell",Low-Cost Premium for Young People,246ebb50-38f4-40ef-a0c6-772a2dbbb550,Family,29-10-2024,91996,5,24-08-2022,26-06-2025,GB23OYGM78669073491261,246ebb50-38f4-40ef-a0c6-772a2dbbb550,Jessica Howard,"44399 Graham Key Suite 344 Mcintoshberg, NC 72380",594.631.4731,bburgess@hotmail.com,No,04-03-2024,7924,Yes,Comprehensive Health Plan
07fd9717-e198-4cdd-8d74-f253348a27ed,CPT-37679,Annually,508acd35-b897-41cc-a76f-ccf4ce624629,86474,Dr. Travis Simpson,"Ramirez, Oliver and Palmer",Treatment: Administered peritoneal dialysis and provided post-treatment counseling.','Admission Start Date:25-11-2020; Admission End: 17-08-2021; Treatment: Treatment: Administered peritoneal dialysis and provided post-treatment counseling.'',Oil set chair exist choose simple project.,6249,Watson Group,Rejected,510-841-8840,"Sanders, Clayton and Hardy",Critical Disease Specific Plans,d41c4822-2a1d-4886-9dd4-801795e2eaf8,Family,12-07-2021,96636,587,20-03-2020,29-08-2021,GB93XDKN44572370920511,d41c4822-2a1d-4886-9dd4-801795e2eaf8,Jennifer Thomas,"137 Brenda Stream Suite 271 Brandonville, CA 12437",001-988-293-1589,hahnbrianna@gmail.com,No,25-11-2020,6470,Yes,Disease-Specific Health Insurance Plans
83175666-a688-4225-a06b-7e23b96e6407,CPT-24740,Monthly,e0777aa4-860b-457a-8cfa-07174402ea71,38923,Dr. Thomas Stone,Ryan LLC,Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.','Admission Start Date:09-05-2021; Admission End: 07-01-2023; Treatment: Treatment: Conducted hospital-based monitoring for critical dengue shock syndrome cases.'',Event serious production late call for.,13327,Thompson-Roberts,Approved,(964)146-5432x539,"Rubio, Hall and Gibson",Cardiovascular Health,faa853fd-0e0f-4224-b33e-4da3b8d535de,Corporate,24-09-2022,1192,690,06-01-2021,11-01-2023,GB11VPOT67029294554385,faa853fd-0e0f-4224-b33e-4da3b8d535de,Justin Chan,"1877 Thomas Glens Suite 170 Gomezmouth, NV 74290",587.342.9557x210,adamsjanet@gmail.com,No,09-05-2021,4690,Yes,Senior Citizen Health Insurance Plans
01cea577-966e-4c01-a7e6-5a766fad4f27,CPT-55167,Annually,d8c7409f-5df5-44df-a1f8-db4455356a84,40420,Dr. Chase Brown,Moore PLC,Treatment: Conducted postpartum evaluation and counseling on lactation.',Information interview doctor ground.,Community energy mind condition weight leave.,82438,"Lucas, Rice and Martin",Rejected,370.347.9484x032,"Fisher, Jones and Hicks",Critical Disease Specific Plans,072c4d57-4369-4b00-9a5c-a73a2c43b9a4,Individual,22-09-2024,41130,716,21-06-2024,18-11-2024,GB20YNMW83369485531877,072c4d57-4369-4b00-9a5c-a73a2c43b9a4,Emily Smith,"000 Nelson Island West Maureen, PA 74939",843.300.5049x9834,nicole11@gmail.com,No,02-12-2022,5679,No,Disease-Specific Health Insurance Plans
377ac2bb-f3fd-4c48-af74-e67ebd3e76f5,CPT-39148,Monthly,051da41b-192f-4abd-8d59-ea73349c8861,71013,Dr. Tony Quinn,"Bridges, Castro and Wood",Treatment: Assessed pre-surgery and provided comprehensive eye care instructions.','Admission Start Date:10-07-2023; Admission End: 28-02-2024; Treatment: Treatment: Assessed pre-surgery and provided comprehensive eye care instructions.'',To body conference popular.,43356,"Smith, Hatfield and Barber",Rejected,464-908-7922x008,Taylor Ltd,Critical Disease Specific Plans,845786da-25ef-446f-9be2-123b6c0dbc3e,Family,17-06-2023,1974,272,06-01-2023,15-05-2024,GB82IMXP67217342572091,845786da-25ef-446f-9be2-123b6c0dbc3e,Scott Harper,"987 Sherry Plaza South Michelleborough, VT 25869",471.608.9932x7380,thomas06@gmail.com,Yes,10-07-2023,2769,No,Disease-Specific Health Insurance Plans
3022767f-ca07-41bb-a7a7-561dd4baf522,CPT-17184,Annually,19a2afb3-dea0-4682-b3c0-3d1e5bd66de9,92660,Dr. Thomas Carter,"Clark, Mann and Wall",Treatment: Conducted routine check-up and prescribed vitamins.',Chance yourself community relate side relationship forget.,There blood mother prove her.,97981,"Shea, Lewis and Leonard",Rejected,(476)057-5504x1013,"Mitchell, Salinas and Francis",Dental Treatment Coverage,c90ce872-fba6-4827-b4f1-dc079c1c8adf,Individual,26-04-2022,88406,337,01-08-2021,09-02-2023,GB57JHGG94468061272805,c90ce872-fba6-4827-b4f1-dc079c1c8adf,Stacey Green,"50986 Powell Brooks New Danielhaven, FL 75356",076-972-4426,abigailpayne@yahoo.com,No,05-06-2022,4251,Yes,Senior Citizen Health Insurance Plans
0319d8b5-78e0-41a6-8b65-799b939a7224,CPT-60934,Annually,13442022-0364-47b8-9610-209deff0dbba,53600,Dr. David Thomas,Martinez and Sons,Treatment: Assessed pre-surgery and provided comprehensive eye care instructions.','Admission Start Date:04-03-2020; Admission End: 27-07-2023; Treatment: Treatment: Assessed pre-surgery and provided comprehensive eye care instructions.'',Will conference difficult since.,19115,Hoffman-Gomez,Rejected,024-744-5349x431,Morris and Sons,Protection from Growing Medical Expenses,c013d9fb-cd64-4c3b-af5e-a769bcfed36d,Corporate,20-02-2025,87141,17,09-11-2024,08-03-2025,GB45WSPV30259803976260,c013d9fb-cd64-4c3b-af5e-a769bcfed36d,Nicholas Wilson,"02884 Stephanie Cove Apt. 048 Port Michael, OR 21593",(485)629-4533x62100,bakertammie@brown-booker.com,Yes,04-03-2020,2010,Yes,Senior Citizen Health Insurance Plans
e4368ca3-ca0e-4ebe-913a-2234483ce768,CPT-46331,Monthly,91a2dfa0-3b4c-48db-896c-172fe2634241,7624,Dr. Sandra Curtis,"Moody, Mendez and Baird",Treatment: Administered peritoneal dialysis and provided post-treatment counseling.','Admission Start Date:19-08-2023; Admission End: 17-08-2024; Treatment: Treatment: Administered peritoneal dialysis and provided post-treatment counseling.'',Future night each rock.,8149,Nielsen-Jones,Approved,340-389-5358x9505,"Kelley, Lee and Graham",Critical Disease Specific Plans,547cb4da-f694-4c46-8574-3da2f7806971,Individual,10-06-2024,24712,819,03-03-2024,30-09-2024,GB14FFYR64546786765529,547cb4da-f694-4c46-8574-3da2f7806971,Jacqueline Sullivan,"010 Edwards Knolls North Brittneyfort, NH 02176",+1-061-866-7037x29094,medinabarry@gmail.com,Yes,19-08-2023,3744,Yes,Disease-Specific Health Insurance Plans
2025898b-fc67-417a-acb3-ea01505944aa,CPT-60221,Annually,7413e5f6-c8e4-4e4c-84d6-b35957f60725,45495,Dr. Tammy House,Browning-Adams,Treatment: Conducted routine check-up and prescribed vitamins.',Surface rate carry hand. Sort staff eat east own billion.,Bad example doctor offer appear country picture.,55786,George-Castillo,Rejected,365.078.0420x40291,Davis-Stewart,Critical Disease Specific Plans,cf8b3938-06ee-4375-bbec-b419dfea9582,Corporate,18-01-2022,7725,319,22-01-2020,06-09-2022,GB32SWDZ66793582014895,cf8b3938-06ee-4375-bbec-b419dfea9582,Dr. George Carpenter,"53023 Melissa Mission Danielside, CO 28754",475394630,stephanie72@hotmail.com,Yes,15-09-2021,2066,Yes,Disease-Specific Health Insurance Plans
